player_id,year,season_number,team_id,name,age,years,position,role,development_player,foreign_player,registered_roster,salary,jersey_number,season_injury_days,fa_eligible_years,z_abilities_snapshot.Bat_Aggression,z_abilities_snapshot.Bat_BBCreate,z_abilities_snapshot.Bat_Barrel,z_abilities_snapshot.Bat_Impact,z_abilities_snapshot.Bat_KAvoid,z_abilities_snapshot.Bat_Loft,z_abilities_snapshot.Bat_Platoon,z_abilities_snapshot.Bat_Spray,z_abilities_snapshot.C_Blocking,z_abilities_snapshot.C_FieldSecure,z_abilities_snapshot.C_Framing,z_abilities_snapshot.C_GameCall,z_abilities_snapshot.C_Throw,z_abilities_snapshot.IF_Exchange,z_abilities_snapshot.IF_PositionFit,z_abilities_snapshot.IF_Reach,z_abilities_snapshot.IF_Secure,z_abilities_snapshot.IF_ThrowAccuracy,z_abilities_snapshot.IF_ThrowPower,z_abilities_snapshot.OF_ArmAccuracy,z_abilities_snapshot.OF_ArmPower,z_abilities_snapshot.OF_PositionFit,z_abilities_snapshot.OF_Reach,z_abilities_snapshot.OF_Release,z_abilities_snapshot.OF_Route,z_abilities_snapshot.OF_Secure,z_abilities_snapshot.PF_Reach,z_abilities_snapshot.PF_Secure,z_abilities_snapshot.PF_Throw,z_abilities_snapshot.Pit_BBPrevent,z_abilities_snapshot.Pit_BarrelDeny,z_abilities_snapshot.Pit_EdgeRate,z_abilities_snapshot.Pit_Efficiency,z_abilities_snapshot.Pit_FatigueResist,z_abilities_snapshot.Pit_HoldRunner,z_abilities_snapshot.Pit_ImpactLimit,z_abilities_snapshot.Pit_KCreate,z_abilities_snapshot.Pit_LoftControl,z_abilities_snapshot.Pit_Stamina,z_abilities_snapshot.Run_Judgment,z_abilities_snapshot.Run_Speed,z_abilities_snapshot.Run_Steal,raw_abilities_snapshot.max_velocity,position_aptitudes_snapshot.catcher,position_aptitudes_snapshot.center,position_aptitudes_snapshot.first,position_aptitudes_snapshot.left,position_aptitudes_snapshot.right,position_aptitudes_snapshot.second,position_aptitudes_snapshot.shortstop,position_aptitudes_snapshot.third,position_experience_snapshot.catcher,position_experience_snapshot.center,position_experience_snapshot.first,position_experience_snapshot.left,position_experience_snapshot.right,position_experience_snapshot.second,position_experience_snapshot.shortstop,position_experience_snapshot.third,batter_stats.at_bats,batter_stats.double_plays,batter_stats.doubles,batter_stats.errors,batter_stats.games,batter_stats.hit_by_pitches,batter_stats.hits,batter_stats.home_runs,batter_stats.pitches_seen,batter_stats.plate_appearances,batter_stats.runs,batter_stats.runs_batted_in,batter_stats.sacrifice_flies,batter_stats.sacrifices,batter_stats.stolen_base_attempts,batter_stats.stolen_bases,batter_stats.strikeouts,batter_stats.triples,batter_stats.walks,pitcher_stats.batters_faced,pitcher_stats.complete_games,pitcher_stats.earned_runs,pitcher_stats.games,pitcher_stats.ground_balls_allowed,pitcher_stats.hit_batters,pitcher_stats.hits_allowed,pitcher_stats.holds,pitcher_stats.home_runs_allowed,pitcher_stats.infield_flies_allowed,pitcher_stats.line_drives_allowed,pitcher_stats.losses,pitcher_stats.outfield_flies_allowed,pitcher_stats.outs_pitched,pitcher_stats.pitches_thrown,pitcher_stats.quality_starts,pitcher_stats.relief_appearances,pitcher_stats.runs_allowed,pitcher_stats.saves,pitcher_stats.shutouts,pitcher_stats.starts,pitcher_stats.strikeouts,pitcher_stats.walks,pitcher_stats.wins,farm_batter_stats.at_bats,farm_batter_stats.double_plays,farm_batter_stats.doubles,farm_batter_stats.errors,farm_batter_stats.games,farm_batter_stats.hit_by_pitches,farm_batter_stats.hits,farm_batter_stats.home_runs,farm_batter_stats.pitches_seen,farm_batter_stats.plate_appearances,farm_batter_stats.runs,farm_batter_stats.runs_batted_in,farm_batter_stats.sacrifice_flies,farm_batter_stats.sacrifices,farm_batter_stats.stolen_base_attempts,farm_batter_stats.stolen_bases,farm_batter_stats.strikeouts,farm_batter_stats.triples,farm_batter_stats.walks,farm_pitcher_stats.batters_faced,farm_pitcher_stats.complete_games,farm_pitcher_stats.earned_runs,farm_pitcher_stats.games,farm_pitcher_stats.ground_balls_allowed,farm_pitcher_stats.hit_batters,farm_pitcher_stats.hits_allowed,farm_pitcher_stats.holds,farm_pitcher_stats.home_runs_allowed,farm_pitcher_stats.infield_flies_allowed,farm_pitcher_stats.line_drives_allowed,farm_pitcher_stats.losses,farm_pitcher_stats.outfield_flies_allowed,farm_pitcher_stats.outs_pitched,farm_pitcher_stats.pitches_thrown,farm_pitcher_stats.quality_starts,farm_pitcher_stats.relief_appearances,farm_pitcher_stats.runs_allowed,farm_pitcher_stats.saves,farm_pitcher_stats.shutouts,farm_pitcher_stats.starts,farm_pitcher_stats.strikeouts,farm_pitcher_stats.walks,farm_pitcher_stats.wins,arsenal_snapshot_json,advanced_stats_json,farm_advanced_stats_json
98323,2022,-3,8,中谷 邦司,31,9,4,fielder,false,false,支配下,18000,0,39,7,0.2648,2.5727,2.6533,2.034,1.6259,1.4773,2.0262,2.2223,0.5026,0.7215,0.0606,1.2765,0.7292,1.9883,3.3122,1.7259,2.0859,2.2702,2.0013,1.2475,-0.1795,1.2872,1.36,1.1681,0.2007,0.0728,,,,,,,,,,,,,,2.6848,2.6156,1.9972,,0,0,67,55,66,95,0,83,0,0,67,55,66,95,0,83,431,10,32,4,114,3,132,11,2159,485,73,54,2,1,16,13,79,4,48,,,,,,,,,,,,,,,,,,,,,,,,,18,,1,,6,,6,2,140,26,5,4,,,1,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,"{""bsr"":13.88,""defensive_outs_by_oaa_zone"":{""infield"":2676},""defensive_outs_by_position"":{""4"":2664,""5"":12},""dpr_by_position"":{""4"":-1.486,""5"":0.0},""drs_by_position"":{""4"":-1.986,""5"":0.009},""errr_by_position"":{""4"":-1.058,""5"":0.0},""fielding_chances"":243,""fielding_chances_by_oaa_zone"":{""infield"":243},""fielding_chances_by_position"":{""4"":242,""5"":1},""fielding_outs"":225,""fielding_outs_by_oaa_zone"":{""infield"":225},""fielding_outs_by_position"":{""4"":224,""5"":1},""oaa_by_position"":{""4"":-0.596,""5"":0.011},""oaa_by_zone"":{""infield"":-0.585},""plate_appearances"":485,""re24"":18.766,""rngr_by_position"":{""4"":0.558,""5"":0.009},""uzr_by_position"":{""4"":-1.986,""5"":0.009},""woba_denominator"":484,""woba_numerator"":178.637,""xwoba_denominator"":484,""xwoba_numerator"":181.205}","{""bsr"":0.19,""defensive_outs_by_oaa_zone"":{""infield"":152},""defensive_outs_by_position"":{""4"":152},""dpr_by_position"":{""4"":-0.125},""drs_by_position"":{""4"":-0.635},""errr_by_position"":{""4"":0.0},""fielding_chances"":22,""fielding_chances_by_oaa_zone"":{""infield"":22},""fielding_chances_by_position"":{""4"":22},""fielding_outs"":20,""fielding_outs_by_oaa_zone"":{""infield"":20},""fielding_outs_by_position"":{""4"":20},""oaa_by_position"":{""4"":-0.616},""oaa_by_zone"":{""infield"":-0.616},""plate_appearances"":26,""re24"":3.797,""rngr_by_position"":{""4"":-0.51},""uzr_by_position"":{""4"":-0.635},""woba_denominator"":26,""woba_numerator"":13.469,""xwoba_denominator"":26,""xwoba_numerator"":14.48}"
98323,2023,-2,8,中谷 邦司,32,10,4,fielder,false,false,支配下,18000,0,18,7,0.3008,2.3171,2.3254,1.4611,1.2865,1.1563,1.7998,1.8939,0.5026,0.7215,0.0606,1.2765,0.7292,1.6814,2.8411,1.1576,1.7242,1.9968,2.0498,1.2475,-0.1795,1.2872,1.36,1.1681,0.2007,0.0728,,,,,,,,,,,,,,2.3021,2.4274,1.4077,,0,0,67,55,66,95,0,83,0,0,67,55,66,95,0,83,456,4,22,4,126,1,125,6,2436,523,65,45,2,8,11,8,107,3,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""bsr"":9.77,""defensive_outs_by_oaa_zone"":{""infield"":1690,""outfield"":54},""defensive_outs_by_position"":{""3"":105,""4"":1177,""5"":408,""9"":54},""dpr_by_position"":{""3"":0.289,""4"":0.033,""5"":0.108,""9"":0.0},""drs_by_position"":{""3"":0.46,""4"":-4.848,""5"":-0.94,""9"":-0.477},""errr_by_position"":{""3"":0.0,""4"":-0.276,""5"":-0.734,""9"":0.0},""fielding_chances"":186,""fielding_chances_by_oaa_zone"":{""infield"":174,""outfield"":12},""fielding_chances_by_position"":{""3"":18,""4"":131,""5"":25,""9"":12},""fielding_outs"":152,""fielding_outs_by_oaa_zone"":{""infield"":148,""outfield"":4},""fielding_outs_by_position"":{""3"":18,""4"":109,""5"":21,""9"":4},""oaa_by_position"":{""3"":0.205,""4"":-5.873,""5"":-1.262,""9"":-0.575},""oaa_by_zone"":{""infield"":-6.93,""outfield"":-0.575},""plate_appearances"":523,""re24"":10.942,""rngr_by_position"":{""3"":0.171,""4"":-4.605,""5"":-0.314,""9"":-0.477},""uzr_by_position"":{""3"":0.46,""4"":-4.848,""5"":-0.94,""9"":-0.477},""woba_denominator"":515,""woba_numerator"":166.434,""xwoba_denominator"":515,""xwoba_numerator"":168.996}",
98323,2024,-1,8,中谷 邦司,33,11,4,fielder,false,false,支配下,17000,0,24,7,0.3341,2.6738,2.6346,1.5933,1.6337,1.2188,1.9431,2.0309,0.5026,0.7215,0.0606,1.2765,0.7292,1.936,2.8898,1.1826,1.866,2.2401,2.002,1.2475,-0.1795,1.2272,1.36,1.1681,0.2007,0.0728,,,,,,,,,,,,,,2.4297,2.6855,1.4377,,0,0,67,55,66,95,0,83,0,0,67,55,66,95,0,83,422,11,19,8,118,5,111,6,2251,494,50,35,2,3,11,7,66,1,62,,,,,,,,,,,,,,,,,,,,,,,,,23,,,1,6,,7,,142,27,4,1,,,,,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,"{""bsr"":8.36,""defensive_outs_by_oaa_zone"":{""infield"":2795},""defensive_outs_by_position"":{""4"":2789,""5"":6},""dpr_by_position"":{""4"":-1.125,""5"":0.0},""drs_by_position"":{""4"":-6.459,""5"":0.012},""errr_by_position"":{""4"":-2.162,""5"":0.0},""fielding_chances"":324,""fielding_chances_by_oaa_zone"":{""infield"":324},""fielding_chances_by_position"":{""4"":322,""5"":2},""fielding_outs"":295,""fielding_outs_by_oaa_zone"":{""infield"":295},""fielding_outs_by_position"":{""4"":293,""5"":2},""oaa_by_position"":{""4"":-6.417,""5"":0.014},""oaa_by_zone"":{""infield"":-6.403},""plate_appearances"":494,""re24"":-0.1,""rngr_by_position"":{""4"":-3.172,""5"":0.012},""uzr_by_position"":{""4"":-6.459,""5"":0.012},""woba_denominator"":491,""woba_numerator"":158.637,""xwoba_denominator"":491,""xwoba_numerator"":174.708}","{""bsr"":0.48,""defensive_outs_by_oaa_zone"":{""infield"":165},""defensive_outs_by_position"":{""4"":165},""dpr_by_position"":{""4"":0.162},""drs_by_position"":{""4"":0.263},""errr_by_position"":{""4"":-0.273},""fielding_chances"":15,""fielding_chances_by_oaa_zone"":{""infield"":15},""fielding_chances_by_position"":{""4"":15},""fielding_outs"":15,""fielding_outs_by_oaa_zone"":{""infield"":15},""fielding_outs_by_position"":{""4"":15},""oaa_by_position"":{""4"":0.119},""oaa_by_zone"":{""infield"":0.119},""plate_appearances"":27,""re24"":-0.476,""rngr_by_position"":{""4"":0.374},""uzr_by_position"":{""4"":0.263},""woba_denominator"":27,""woba_numerator"":9.618,""xwoba_denominator"":27,""xwoba_numerator"":10.587}"
98323,2025,0,8,中谷 邦司,34,12,4,fielder,false,false,支配下,17000,0,14,7,0.2814,2.6738,2.6346,1.5933,1.6337,1.2188,1.9864,2.0309,0.5026,0.7215,0.0606,1.2765,0.7292,1.9935,2.8898,1.1826,1.866,2.2401,2.0238,1.2475,-0.1795,1.2272,1.36,1.1681,0.2007,0.0728,,,,,,,,,,,,,,2.4297,2.6855,1.4377,,0,0,67,55,66,95,0,83,0,0,67,55,66,95,0,83,476,7,21,8,124,4,121,9,2538,556,66,40,1,6,6,3,91,4,69,,,,,,,,,,,,,,,,,,,,,,,,,26,1,,,8,,7,,151,32,3,3,,,,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,"{""bsr"":9.3,""defensive_outs_by_oaa_zone"":{""infield"":3325},""defensive_outs_by_position"":{""4"":3292,""5"":33},""dpr_by_position"":{""4"":-0.267,""5"":0.0},""drs_by_position"":{""4"":-5.212,""5"":0.048},""errr_by_position"":{""4"":-2.155,""5"":0.0},""fielding_chances"":359,""fielding_chances_by_oaa_zone"":{""infield"":359},""fielding_chances_by_position"":{""4"":357,""5"":2},""fielding_outs"":326,""fielding_outs_by_oaa_zone"":{""infield"":326},""fielding_outs_by_position"":{""4"":324,""5"":2},""oaa_by_position"":{""4"":-5.957,""5"":0.057},""oaa_by_zone"":{""infield"":-5.9},""plate_appearances"":556,""re24"":4.466,""rngr_by_position"":{""4"":-2.79,""5"":0.048},""uzr_by_position"":{""4"":-5.212,""5"":0.048},""woba_denominator"":550,""woba_numerator"":177.828,""xwoba_denominator"":550,""xwoba_numerator"":181.298}","{""bsr"":0.37,""defensive_outs_by_oaa_zone"":{""infield"":201},""defensive_outs_by_position"":{""4"":171,""5"":30},""dpr_by_position"":{""4"":-0.368,""5"":0.0},""drs_by_position"":{""4"":-1.902,""5"":-0.195},""errr_by_position"":{""4"":0.0,""5"":0.0},""fielding_chances"":23,""fielding_chances_by_oaa_zone"":{""infield"":23},""fielding_chances_by_position"":{""4"":20,""5"":3},""fielding_outs"":16,""fielding_outs_by_oaa_zone"":{""infield"":16},""fielding_outs_by_position"":{""4"":14,""5"":2},""oaa_by_position"":{""4"":-1.845,""5"":-0.235},""oaa_by_zone"":{""infield"":-2.08},""plate_appearances"":32,""re24"":1.742,""rngr_by_position"":{""4"":-1.534,""5"":-0.195},""uzr_by_position"":{""4"":-1.902,""5"":-0.195},""woba_denominator"":32,""woba_numerator"":10.3,""xwoba_denominator"":32,""xwoba_numerator"":15.308}"
98330,2014,-11,7,加藤 晃規,22,1,1,reliever,false,false,支配下,1000,0,96,7,-0.2955,-0.0718,-0.1659,-0.7561,-0.89,-0.6266,0.6734,-0.3213,0.1512,1.389,0.5367,0.0969,0.335,0.9387,-0.1101,1.1118,0.2613,1.1584,0.3274,0.1039,0.8898,0.5965,0.9789,0.2554,1.5488,0.5445,-0.0736,0.5375,0.1349,1.6,0.613,-0.4888,0.7289,0.64,0.2921,-0.1709,0.7596,1.5601,0.1748,-0.5994,-0.6454,-0.8256,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,43,,6,9,,,16,,1,,,,,25,174,,9,10,,,,6,2,,,,,,,,,,,,,,,,,,,,,134,,13,35,70,1,24,19,3,4,34,1,24,103,539,,35,14,2,,,20,12,,"[{""mastery"":0.904584778308868,""type"":""cutter""},{""mastery"":0.328520442008972,""type"":""four_seam""},{""mastery"":-0.036016898393631,""type"":""two_seam""},{""mastery"":-0.649806719064713,""type"":""sinker""}]","{""defensive_outs_by_position"":{""1"":25},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.003},""errr_by_position"":{""1"":0.0},""fielding_chances"":1,""fielding_chances_by_position"":{""1"":1},""fielding_outs"":1,""fielding_outs_by_position"":{""1"":1},""oaa_by_position"":{""1"":0.003},""plate_appearances"":43,""re24"":6.832,""rngr_by_position"":{""1"":0.003},""uzr_by_position"":{""1"":0.003},""woba_denominator"":43,""woba_numerator"":17.345,""xwoba_denominator"":43,""xwoba_numerator"":17.338}","{""defensive_outs_by_position"":{""1"":103},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.009},""errr_by_position"":{""1"":0.0},""fielding_chances"":3,""fielding_chances_by_position"":{""1"":3},""fielding_outs"":3,""fielding_outs_by_position"":{""1"":3},""oaa_by_position"":{""1"":0.009},""plate_appearances"":134,""re24"":-1.529,""rngr_by_position"":{""1"":0.009},""uzr_by_position"":{""1"":0.009},""woba_denominator"":130,""woba_numerator"":35.739,""xwoba_denominator"":130,""xwoba_numerator"":52.918}"
98330,2015,-10,7,加藤 晃規,23,2,1,reliever,false,false,支配下,1300,0,5,7,-0.2955,-0.0718,-0.1659,-0.7561,-0.89,-0.6266,0.6734,-0.3213,0.1512,1.389,0.5367,0.0969,0.335,0.9387,-0.1101,1.1118,0.2613,1.1584,0.3274,0.1039,0.8898,0.5965,0.9789,0.2554,1.5488,0.5445,-0.0736,0.5375,0.1349,1.7382,0.7925,-0.2064,0.6533,0.6823,0.2811,-0.1027,0.8737,1.4717,0.0481,-0.5994,-0.6454,-0.8256,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,41,,7,8,,,12,,4,,,1,,24,144,,8,7,,,,4,5,,,,,,,,,,,,,,,,,,,,,147,,11,37,64,,35,25,5,7,36,1,28,108,584,,37,11,2,,,29,6,1,"[{""mastery"":0.904584778308868,""type"":""cutter""},{""mastery"":0.328520442008972,""type"":""four_seam""},{""mastery"":-0.036016898393631,""type"":""two_seam""},{""mastery"":-0.649806719064713,""type"":""sinker""}]","{""defensive_outs_by_position"":{""1"":24},""plate_appearances"":41,""re24"":5.577,""woba_denominator"":40,""woba_numerator"":18.981,""xwoba_denominator"":40,""xwoba_numerator"":18.957}","{""defensive_outs_by_position"":{""1"":108},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.003},""errr_by_position"":{""1"":0.0},""fielding_chances"":1,""fielding_chances_by_position"":{""1"":1},""fielding_outs"":1,""fielding_outs_by_position"":{""1"":1},""oaa_by_position"":{""1"":0.003},""plate_appearances"":147,""re24"":-3.621,""rngr_by_position"":{""1"":0.003},""uzr_by_position"":{""1"":0.003},""woba_denominator"":146,""woba_numerator"":41.796,""xwoba_denominator"":146,""xwoba_numerator"":53.339}"
98330,2016,-9,7,加藤 晃規,24,3,1,reliever,false,false,支配下,1100,0,0,7,-0.2955,-0.0718,-0.1659,-0.7561,-0.89,-0.6266,0.6734,-0.3213,0.1512,1.389,0.5367,0.0969,0.335,0.9387,-0.1101,1.1118,0.2613,1.1584,0.3274,0.1039,0.8898,0.5965,0.9789,0.2554,1.5488,0.5445,-0.0736,0.5375,0.1349,1.721,0.8653,-0.1259,0.6832,0.8262,0.2584,0.1847,1.1396,1.8383,0.2511,-0.5994,-0.6454,-0.8256,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,83,,11,21,,1,21,1,1,,,,,58,325,,21,11,,,,13,6,,,,,,,,,,,,,,,,,,,,,53,,9,13,46,,14,3,2,7,28,3,15,33,227,,13,10,4,,,11,6,1,"[{""mastery"":0.904584778308868,""type"":""cutter""},{""mastery"":0.328520442008972,""type"":""four_seam""},{""mastery"":-0.036016898393631,""type"":""two_seam""},{""mastery"":-0.649806719064713,""type"":""sinker""}]","{""defensive_outs_by_position"":{""1"":58},""plate_appearances"":83,""re24"":2.564,""woba_denominator"":82,""woba_numerator"":26.326,""xwoba_denominator"":82,""xwoba_numerator"":34.517}","{""defensive_outs_by_position"":{""1"":33},""plate_appearances"":53,""re24"":6.203,""woba_denominator"":53,""woba_numerator"":19.863,""xwoba_denominator"":53,""xwoba_numerator"":18.069}"
98330,2017,-8,7,加藤 晃規,25,4,1,reliever,false,false,支配下,2300,0,64,7,-0.2955,-0.0718,-0.1659,-0.7561,-0.89,-0.6266,0.6734,-0.3213,0.1512,1.389,0.5367,0.0969,0.335,0.9387,-0.1101,1.1118,0.2613,1.1584,0.3274,0.1039,0.8898,0.5965,0.9789,0.2554,1.5488,0.5445,-0.0736,0.5375,0.1349,2.0124,0.85,0.0965,1.0686,1.0025,0.556,0.3646,1.1861,1.9562,0.4415,-0.5994,-0.6454,-0.8256,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,221,,23,51,1,3,60,5,6,,3,2,1,142,782,,51,25,,,,34,19,3,,,,,,,,,,,,,,,,,,,,21,,2,5,83,1,2,,,11,45,,32,15,75,,5,2,1,,,,3,,"[{""mastery"":0.904584778308868,""type"":""cutter""},{""mastery"":0.328520442008972,""type"":""four_seam""},{""mastery"":-0.036016898393631,""type"":""two_seam""},{""mastery"":-0.649806719064713,""type"":""sinker""}]","{""defensive_outs_by_position"":{""1"":142},""plate_appearances"":221,""re24"":3.343,""woba_denominator"":213,""woba_numerator"":79.344,""xwoba_denominator"":213,""xwoba_numerator"":89.355}","{""defensive_outs_by_position"":{""1"":15},""plate_appearances"":21,""re24"":-0.305,""woba_denominator"":21,""woba_numerator"":4.55,""xwoba_denominator"":21,""xwoba_numerator"":7.801}"
98330,2018,-7,7,加藤 晃規,26,5,1,reliever,false,false,支配下,3600,0,38,7,-0.2955,-0.0718,-0.1659,-0.7561,-0.89,-0.6266,0.6734,-0.3213,0.1512,1.389,0.5367,0.0969,0.335,0.9387,-0.1101,1.1118,0.2613,1.1584,0.3274,0.1039,0.8898,0.5965,0.9789,0.2554,1.5488,0.5445,-0.0736,0.5375,0.1349,2.208,1.0745,0.2036,1.4324,1.211,0.8106,0.2245,1.5516,2.116,0.5565,-0.5994,-0.6454,-0.8256,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,169,,24,38,,1,55,12,7,,,2,,106,592,,38,26,,,,20,7,2,,,,,,,,,,,,,,,,,,,,32,,1,8,79,,7,1,,10,43,,29,25,101,,8,1,1,,,3,2,,"[{""mastery"":0.904584778308868,""type"":""cutter""},{""mastery"":0.328520442008972,""type"":""four_seam""},{""mastery"":-0.036016898393631,""type"":""two_seam""},{""mastery"":-0.649806719064713,""type"":""sinker""}]","{""defensive_outs_by_position"":{""1"":106},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.003},""errr_by_position"":{""1"":0.0},""fielding_chances"":1,""fielding_chances_by_position"":{""1"":1},""fielding_outs"":1,""fielding_outs_by_position"":{""1"":1},""oaa_by_position"":{""1"":0.003},""plate_appearances"":169,""re24"":8.814,""rngr_by_position"":{""1"":0.003},""uzr_by_position"":{""1"":0.003},""woba_denominator"":167,""woba_numerator"":64.943,""xwoba_denominator"":167,""xwoba_numerator"":65.893}","{""defensive_outs_by_position"":{""1"":25},""plate_appearances"":32,""re24"":-2.031,""woba_denominator"":31,""woba_numerator"":8.238,""xwoba_denominator"":31,""xwoba_numerator"":11.938}"
98330,2019,-6,7,加藤 晃規,27,6,1,reliever,false,false,支配下,3800,0,7,7,-0.2955,-0.0718,-0.1659,-0.7561,-0.89,-0.6266,0.6734,-0.3213,0.1512,1.389,0.5367,0.0969,0.335,0.9387,-0.1101,1.1118,0.2613,1.1584,0.3274,0.1039,0.8898,0.5965,0.9789,0.2554,1.5488,0.5445,-0.0736,0.5375,0.1349,2.3198,1.2727,0.2499,1.3182,1.3571,0.8756,0.3088,1.7359,2.1834,0.5999,-0.5994,-0.6454,-0.8256,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,188,,37,43,9,,60,11,8,1,7,6,1,119,705,,43,38,1,,,26,11,3,,,,,,,,,,,,,,,,,,,,18,,1,5,65,,1,,,6,36,,28,15,70,,5,1,,,,6,2,1,"[{""mastery"":0.904584778308868,""type"":""cutter""},{""mastery"":0.328520442008972,""type"":""four_seam""},{""mastery"":-0.036016898393631,""type"":""two_seam""},{""mastery"":-0.649806719064713,""type"":""sinker""}]","{""defensive_outs_by_position"":{""1"":119},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.006},""errr_by_position"":{""1"":0.0},""fielding_chances"":2,""fielding_chances_by_position"":{""1"":2},""fielding_outs"":2,""fielding_outs_by_position"":{""1"":2},""oaa_by_position"":{""1"":0.006},""plate_appearances"":188,""re24"":14.782,""rngr_by_position"":{""1"":0.006},""uzr_by_position"":{""1"":0.006},""woba_denominator"":186,""woba_numerator"":73.268,""xwoba_denominator"":186,""xwoba_numerator"":74.027}","{""defensive_outs_by_position"":{""1"":15},""plate_appearances"":18,""re24"":-1.305,""woba_denominator"":18,""woba_numerator"":2.627,""xwoba_denominator"":18,""xwoba_numerator"":6.793}"
98330,2020,-5,7,加藤 晃規,28,7,1,reliever,false,false,支配下,4300,0,22,7,-0.2955,-0.0718,-0.1659,-0.7561,-0.89,-0.6266,0.6734,-0.3213,0.1512,1.389,0.5367,0.0969,0.335,0.9387,-0.1101,1.1118,0.2613,1.1584,0.3274,0.1039,0.8898,0.5965,0.9789,0.2554,1.5488,0.5445,-0.0736,0.5375,0.1349,2.3985,1.4175,0.312,1.3824,1.3571,1.0162,0.5044,1.7359,2.3248,0.807,-0.5994,-0.6454,-0.8256,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,206,,29,50,22,,63,15,11,,10,6,8,139,714,,50,32,1,,,30,4,4,,,,,,,,,,,,,,,,,,,,39,,4,8,63,,10,1,,8,41,,35,26,168,,8,4,1,,,9,4,,"[{""mastery"":0.904584778308868,""type"":""cutter""},{""mastery"":0.328520442008972,""type"":""four_seam""},{""mastery"":-0.036016898393631,""type"":""two_seam""},{""mastery"":-0.649806719064713,""type"":""sinker""}]","{""defensive_outs_by_position"":{""1"":139},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.003},""errr_by_position"":{""1"":0.0},""fielding_chances"":4,""fielding_chances_by_position"":{""1"":4},""fielding_outs"":3,""fielding_outs_by_position"":{""1"":3},""oaa_by_position"":{""1"":0.001},""plate_appearances"":206,""re24"":10.9,""rngr_by_position"":{""1"":0.003},""uzr_by_position"":{""1"":0.003},""woba_denominator"":204,""woba_numerator"":75.999,""xwoba_denominator"":204,""xwoba_numerator"":78.907}","{""defensive_outs_by_position"":{""1"":26},""plate_appearances"":39,""re24"":-0.884,""woba_denominator"":39,""woba_numerator"":13.359,""xwoba_denominator"":39,""xwoba_numerator"":11.542}"
98330,2021,-4,7,加藤 晃規,29,8,1,reliever,false,false,支配下,5100,0,0,7,-0.2955,-0.0718,-0.1659,-0.7561,-0.89,-0.6266,0.6734,-0.3213,0.1512,1.389,0.5367,0.0969,0.335,0.9387,-0.1101,1.1118,0.2613,1.1584,0.3274,0.1039,0.8898,0.5965,0.9789,0.2554,1.5488,0.5445,-0.0736,0.5375,0.1349,2.1822,1.2841,0.3253,1.4024,1.1812,0.7134,0.5336,1.5833,2.0331,0.7593,-0.5994,-0.6454,-0.8256,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,209,,25,50,34,1,52,12,10,,13,1,5,142,775,,50,27,2,,,43,16,3,,,,,,,,,,,,,,,,,,,,18,,3,4,53,,6,,1,2,29,,13,12,86,,4,3,,,,6,1,,"[{""mastery"":0.904584778308868,""type"":""cutter""},{""mastery"":0.328520442008972,""type"":""four_seam""},{""mastery"":-0.036016898393631,""type"":""two_seam""},{""mastery"":-0.649806719064713,""type"":""sinker""}]","{""defensive_outs_by_position"":{""1"":142},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.006},""errr_by_position"":{""1"":0.0},""fielding_chances"":2,""fielding_chances_by_position"":{""1"":2},""fielding_outs"":2,""fielding_outs_by_position"":{""1"":2},""oaa_by_position"":{""1"":0.006},""plate_appearances"":209,""re24"":9.692,""rngr_by_position"":{""1"":0.006},""uzr_by_position"":{""1"":0.006},""woba_denominator"":204,""woba_numerator"":72.333,""xwoba_denominator"":204,""xwoba_numerator"":77.992}","{""defensive_outs_by_position"":{""1"":12},""plate_appearances"":18,""re24"":1.156,""woba_denominator"":18,""woba_numerator"":7.121,""xwoba_denominator"":18,""xwoba_numerator"":5.078}"
